txn_id,card_fingerprint,device_id,ip_region,account_id,account_created_at,amount,timestamp,billing_region,status,decline_type,true_label
TXN00213,CARD_8c2bce77,DEV_406eb1ff,Indore,ACCT_1210d472,2025-09-03 02:19:18,5319.01,2025-11-17 16:24:18.000000,Indore,approved,,False
TXN00214,CARD_5334768b,DEV_406eb1ff,Indore,ACCT_1210d472,2025-09-03 02:19:18,452.1,2025-11-10 21:20:18.000000,Indore,declined,timeout,False
TXN00217,CARD_957cac42,DEV_1052fda3,Agra,ACCT_9212cccf,2026-03-21 02:29:29,4344.71,2026-04-27 06:37:29.000000,Agra,approved,,False
TXN00218,CARD_4c4cab32,DEV_a08ef7bc,Vadodara,ACCT_b13d72ac,2026-02-11 16:48:20,6330.38,2026-03-08 17:10:20.000000,Vadodara,approved,,False
TXN00221,CARD_f425d8d9,DEV_2ac09dc2,Ghaziabad,ACCT_5ded302b,2026-06-05 11:43:31,4769.64,2026-08-12 23:15:31.000000,Ghaziabad,approved,,False
TXN00222,CARD_f425d8d9,DEV_2ac09dc2,Ghaziabad,ACCT_5ded302b,2026-06-05 11:43:31,394.75,2026-08-04 19:22:31.000000,Ghaziabad,declined,insufficient_funds,False
TXN00223,CARD_75c54898,DEV_2ac09dc2,Ghaziabad,ACCT_5ded302b,2026-06-05 11:43:31,533.56,2026-08-03 07:44:31.000000,Ghaziabad,approved,,False
TXN00224,CARD_8cb3650e,DEV_3490caca,Hyderabad,ACCT_f2b87f6e,2026-02-14 22:51:58,3576.32,2026-04-10 21:49:58.000000,Hyderabad,approved,,False
TXN00225,CARD_ad49a6fa,DEV_3490caca,Hyderabad,ACCT_f2b87f6e,2026-02-14 22:51:58,572.17,2026-04-05 18:00:58.000000,Hyderabad,declined,stolen_card,False
TXN00226,CARD_ad49a6fa,DEV_3490caca,Hyderabad,ACCT_f2b87f6e,2026-02-14 22:51:58,4409.43,2026-04-14 19:28:58.000000,Hyderabad,approved,,False
TXN00228,CARD_cd1b237b,DEV_784dc2ef,Kanpur,ACCT_6e92df49,2026-04-11 02:35:55,7027.76,2026-06-15 23:16:55.000000,Kanpur,approved,,False
TXN00232,CARD_30a35755,DEV_b0f39d23,Lucknow,ACCT_877ebce4,2026-06-07 13:11:20,728.65,2026-07-22 16:04:20.000000,Lucknow,approved,,False
TXN00233,CARD_be5924a3,DEV_c06edc06,Chennai,ACCT_ade7c55d,2025-11-15 21:44:29,526.85,2025-12-31 02:19:29.000000,Chennai,declined,timeout,False
TXN00235,CARD_be5924a3,DEV_c06edc06,Chennai,ACCT_ade7c55d,2025-11-15 21:44:29,3412.35,2026-01-02 19:32:29.000000,Chennai,approved,,False
TXN00237,CARD_f5207918,DEV_4cd5f55f,Mumbai,ACCT_7935b4cd,2025-12-18 03:49:34,6785.84,2026-01-25 19:03:34.000000,Mumbai,approved,,False
TXN00238,CARD_f5207918,DEV_4cd5f55f,Mumbai,ACCT_7935b4cd,2025-12-18 03:49:34,963.34,2026-01-31 21:12:34.000000,Mumbai,approved,,False
TXN00239,CARD_bd54661b,DEV_b1e6d379,Vadodara,ACCT_795ef338,2025-09-09 12:06:00,4509.68,2025-11-24 02:00:00.000000,Vadodara,approved,,False
TXN00241,CARD_e8b2e376,DEV_b1e6d379,Vadodara,ACCT_795ef338,2025-09-09 12:06:00,6111.16,2025-11-03 20:50:00.000000,Vadodara,approved,,False
TXN00242,CARD_2c8befa0,DEV_d184474a,Vadodara,ACCT_85a99834,2025-12-02 03:04:06,5275.89,2026-01-12 07:40:06.000000,Vadodara,approved,,False
TXN00243,CARD_2c8befa0,DEV_d184474a,Vadodara,ACCT_85a99834,2025-12-02 03:04:06,7775.89,2026-01-12 02:44:06.000000,Vadodara,approved,,False
TXN00244,CARD_cf48dce2,DEV_d184474a,Vadodara,ACCT_85a99834,2025-12-02 03:04:06,3040.75,2026-01-30 19:17:06.000000,Vadodara,approved,,False
TXN00245,CARD_e0d64958,DEV_f8a9a4fa,Lucknow,ACCT_2eb2c6d6,2026-05-20 01:32:10,2628.84,2026-07-05 11:18:10.000000,Lucknow,approved,,False
TXN00250,CARD_47e00a3d,DEV_97d2306f,Ahmedabad,ACCT_2b82b51c,2025-09-27 06:07:57,5353.7,2025-11-29 21:40:57.000000,Ahmedabad,declined,stolen_card,False
TXN09012,CARD_208611c9,DEV_ddc24829,Agra,ACCT_264ac29d,2026-08-23 12:13:04,2.67,2026-08-23 12:39:49.558555,Agra,approved,,True
TXN09013,CARD_208611c9,DEV_ddc24829,Agra,ACCT_264ac29d,2026-08-23 12:13:04,5.62,2026-08-23 12:39:36.007185,Agra,approved,,True
TXN09014,CARD_208611c9,DEV_ddc24829,Agra,ACCT_264ac29d,2026-08-23 12:13:04,10.96,2026-08-23 12:38:49.996832,Agra,approved,,True
TXN09015,CARD_208611c9,DEV_ddc24829,Agra,ACCT_264ac29d,2026-08-23 12:13:04,6.9,2026-08-23 12:38:15.238005,Agra,approved,,True
TXN09016,CARD_208611c9,DEV_ddc24829,Agra,ACCT_264ac29d,2026-08-23 12:13:04,7.33,2026-08-23 12:38:05.112391,Agra,approved,,True
TXN09017,CARD_208611c9,DEV_ddc24829,Agra,ACCT_264ac29d,2026-08-23 12:13:04,8636.28,2026-08-23 12:40:49.131944,Agra,approved,,True
TXN09018,CARD_7172d3e1,DEV_9530405f,Hyderabad,ACCT_b85b4830,2026-08-24 13:08:04,7.64,2026-08-24 13:18:47.066092,Hyderabad,approved,,True
TXN09019,CARD_7172d3e1,DEV_9530405f,Hyderabad,ACCT_b85b4830,2026-08-24 13:08:04,16.56,2026-08-24 13:18:14.928239,Hyderabad,approved,,True
TXN09020,CARD_7172d3e1,DEV_9530405f,Hyderabad,ACCT_b85b4830,2026-08-24 13:08:04,5.49,2026-08-24 13:18:30.706661,Hyderabad,approved,,True
TXN09021,CARD_7172d3e1,DEV_9530405f,Hyderabad,ACCT_b85b4830,2026-08-24 13:08:04,4.75,2026-08-24 13:16:30.359959,Hyderabad,approved,,True
TXN09022,CARD_7172d3e1,DEV_9530405f,Hyderabad,ACCT_b85b4830,2026-08-24 13:08:04,15.44,2026-08-24 13:17:52.431817,Hyderabad,approved,,True
TXN09023,CARD_7172d3e1,DEV_9530405f,Hyderabad,ACCT_b85b4830,2026-08-24 13:08:04,4302.9,2026-08-24 13:20:32.995811,Hyderabad,approved,,True
TXN09024,CARD_ad8282fe,DEV_b1f5b583,Patna,ACCT_3701071f,2026-08-25 12:12:04,9.53,2026-08-25 12:34:20.777887,Patna,approved,,True
TXN09025,CARD_ad8282fe,DEV_b1f5b583,Patna,ACCT_3701071f,2026-08-25 12:12:04,11.73,2026-08-25 12:34:50.347767,Patna,approved,,True
TXN09026,CARD_ad8282fe,DEV_b1f5b583,Patna,ACCT_3701071f,2026-08-25 12:12:04,12.87,2026-08-25 12:33:58.353697,Patna,approved,,True
TXN09027,CARD_ad8282fe,DEV_b1f5b583,Patna,ACCT_3701071f,2026-08-25 12:12:04,12.92,2026-08-25 12:34:39.564437,Patna,approved,,True
TXN09028,CARD_ad8282fe,DEV_b1f5b583,Patna,ACCT_3701071f,2026-08-25 12:12:04,2.3,2026-08-25 12:32:31.172332,Patna,approved,,True
TXN09029,CARD_ad8282fe,DEV_b1f5b583,Patna,ACCT_3701071f,2026-08-25 12:12:04,5936.67,2026-08-25 12:36:13.798726,Patna,approved,,True
TXN09030,CARD_bc451d7a,DEV_7da82b31,Jaipur,ACCT_571c2e99,2026-08-26 13:34:04,6.9,2026-08-26 13:48:35.320639,Jaipur,approved,,True
TXN09031,CARD_bc451d7a,DEV_7da82b31,Jaipur,ACCT_571c2e99,2026-08-26 13:34:04,2.08,2026-08-26 13:48:25.344495,Jaipur,approved,,True
TXN09032,CARD_bc451d7a,DEV_7da82b31,Jaipur,ACCT_571c2e99,2026-08-26 13:34:04,2.46,2026-08-26 13:49:33.705394,Jaipur,approved,,True
TXN09033,CARD_bc451d7a,DEV_7da82b31,Jaipur,ACCT_571c2e99,2026-08-26 13:34:04,17.25,2026-08-26 13:49:39.565006,Jaipur,approved,,True
TXN09034,CARD_bc451d7a,DEV_7da82b31,Jaipur,ACCT_571c2e99,2026-08-26 13:34:04,8591.88,2026-08-26 13:51:29.350755,Jaipur,approved,,True
TXN08000,CARD_ead3b6e9,DEV_2e0b6997,Bhopal,ACCT_2643435e,2026-03-27 23:01:27,2763.12,2026-08-19 10:24:27.000000,Delhi,approved,,True
TXN08001,CARD_ead3b6e9,DEV_2e0b6997,Lucknow,ACCT_2643435e,2026-03-27 23:01:27,2120.86,2026-08-22 20:39:27.000000,Delhi,approved,,True
TXN08002,CARD_e8325916,DEV_cb282026,Kanpur,ACCT_34301746,2026-07-04 23:01:27,609.79,2026-08-18 16:44:27.000000,Ludhiana,approved,,True
TXN08003,CARD_e8325916,DEV_cb282026,Indore,ACCT_34301746,2026-07-04 23:01:27,1635.49,2026-08-19 09:06:27.000000,Ludhiana,approved,,True
TXN08004,CARD_e8325916,DEV_850ce73e,Ahmedabad,ACCT_a427bc19,2026-02-18 23:01:27,4608.71,2026-08-21 19:45:27.000000,Bhopal,approved,,True
TXN08005,CARD_e8325916,DEV_850ce73e,Indore,ACCT_a427bc19,2026-02-18 23:01:27,906.07,2026-08-18 08:36:27.000000,Bhopal,approved,,True
TXN08009,CARD_e8325916,DEV_5dcf0cd5,Ahmedabad,ACCT_e42a31e1,2026-06-12 23:01:27,662.68,2026-08-18 15:50:27.000000,Kolkata,approved,,True
TXN08010,CARD_217dbe23,DEV_2e0b6997,Vadodara,ACCT_367df148,2026-03-01 23:01:27,477.41,2026-08-22 18:09:27.000000,Ludhiana,approved,,True
TXN08011,CARD_e8325916,DEV_79fdf128,Ahmedabad,ACCT_b6588e41,2026-04-12 23:01:27,1062.56,2026-08-19 22:29:27.000000,Kanpur,approved,,True
TXN08012,CARD_07b0a0c9,DEV_2e0b6997,Thane,ACCT_ebf6740d,2026-07-06 23:01:27,2012.21,2026-08-20 13:40:27.000000,Bhopal,approved,,True
TXN08013,CARD_8acaae87,DEV_2e0b6997,Bhopal,ACCT_4c21d479,2026-05-06 23:01:27,1399.81,2026-08-20 08:52:27.000000,Ghaziabad,approved,,True
TXN08014,CARD_e8325916,DEV_ffbac850,Kolkata,ACCT_c4d670cb,2026-03-19 23:01:27,2028.85,2026-08-24 13:50:27.000000,Agra,approved,,True
TXN07000,CARD_e08672b8,DEV_301ced5d,Lucknow,ACCT_a27ba52a,2026-08-15 20:39:19,889.06,2026-08-22 14:07:28.616022,Lucknow,approved,,False
TXN07002,CARD_e08672b8,DEV_301ced5d,Lucknow,ACCT_a27ba52a,2026-08-15 20:39:19,599.85,2026-08-22 14:09:00.197103,Lucknow,approved,,False
TXN07005,CARD_e08672b8,DEV_301ced5d,Lucknow,ACCT_a27ba52a,2026-08-15 20:39:19,967.15,2026-08-22 14:10:36.260879,Lucknow,approved,,False
TXN07007,CARD_d513a66d,DEV_899731cf,Ahmedabad,ACCT_41b0d29f,2026-06-15 00:09:44,5003.18,2026-06-24 08:01:44.000000,Vadodara,approved,,False
TXN07008,CARD_306592f3,DEV_9cff82c5,Nagpur,ACCT_bcb5e18e,2026-06-18 08:58:01,5589.78,2026-07-08 10:23:01.000000,Bhopal,approved,,False
TXN07010,CARD_6641d2d6,DEV_48a22cca,Nagpur,ACCT_8e0d3d44,2026-06-15 05:12:47,5591.87,2026-07-15 01:33:47.000000,Mumbai,approved,,False
TXN07011,CARD_3339bd8c,DEV_ff158c4c,Ahmedabad,ACCT_1ca71f8b,2026-08-26 16:56:57,4238.4,2026-08-26 17:37:57.000000,Patna,approved,,False
TXN07012,CARD_a998f374,DEV_9ea8d26e,Ahmedabad,ACCT_6dfb1529,2026-08-25 01:09:51,9829.57,2026-08-25 02:14:51.000000,Bhopal,approved,,False
TXN07014,CARD_fbb58290,DEV_c1567768,Jaipur,ACCT_d00f4507,2026-08-27 21:38:02,4940.89,2026-08-27 22:02:02.000000,Ghaziabad,approved,,False
TXN07015,CARD_98dcbe86,DEV_e9c30b99,Agra,ACCT_3f2a8a88,2026-08-25 18:04:10,7749.94,2026-08-25 18:23:10.000000,Lucknow,declined,insufficient_funds,False
TXN07016,CARD_96471ca4,DEV_0f98dcc1,Pune,ACCT_6a7fb955,2026-08-26 23:28:05,5710.36,2026-08-26 23:39:05.000000,Pune,approved,,False
